peak_sales_musd,approved,time_to_peak,exclusivity_years,operating_margin,discount_rate,npv_musd
781.8406531114601,1,6,10,0.6004409845194976,0.11231610915442537,1814.6556912218225
834.126539583005,1,4,12,0.6304530715167388,0.09994352649430611,2909.4710279546225
690.724620150955,1,5,12,0.5907289997659845,0.10401661261619674,2053.57828339568
933.5401514799541,1,5,12,0.6745209785851384,0.10094329641406896,3227.0249589288674
918.9319203111597,1,5,11,0.7510200981841056,0.09890188585304918,3357.230600616392
886.3871121940704,1,4,12,0.6275418095612219,0.12690129787889304,2651.772116649277
957.2182955616267,1,6,11,0.6443504109065957,0.09162597424716572,2901.1978363652966
1020.8429341925553,1,4,12,0.7149329867082168,0.11161519804589908,3781.544205176367
813.8709821447939,1,6,11,0.6257845409706816,0.10468063725599759,2220.944156934788
978.1645014163892,0,4,10,0.5576613782764299,0.10149995881234841,0.0
819.902462134695,1,5,10,0.6676881389495934,0.10568071667145791,2383.2099756891084
920.9160937514285,1,6,11,0.6420672252065707,0.09220037723952429,2771.912716351906
870.14106346376,1,4,10,0.6419187127268765,0.0898808799347257,2859.175179058163
660.5292528214651,1,5,10,0.6479921024677828,0.08853837346822928,2039.6289598598014
726.0184473451153,1,4,11,0.6182697482353322,0.12493628355022034,2053.3055909631207
852.4364056887657,1,5,11,0.6273846840375462,0.07364181010056566,3008.3604247259213
887.8734143569498,1,4,10,0.668606569554658,0.11718308245897753,2650.439459717914
709.713434680582,1,4,10,0.6581381039461991,0.09632308266872965,2313.497156966377
690.6581766026048,1,4,11,0.6531251366624738,0.09829288990511985,2372.8618983758174
985.0435610968442,1,4,11,0.5999189995052543,0.10578349560671067,2986.4131869009743
879.4287993173753,1,5,12,0.6253268591817992,0.1033252501793921,2778.9989316774736
747.0108531562114,1,6,12,0.6529815184960087,0.1002959483344164,2336.319325171365
919.0837443407257,0,5,11,0.6759033471922546,0.12961979955710157,0.0
859.1573653857763,1,5,11,0.6449588504907396,0.1324784725829762,2247.6039072314943
710.5629387358518,1,5,12,0.6825140787479852,0.13351029502939113,2064.336259377306
901.6520630577761,1,6,11,0.6323286628132002,0.0796000680538499,2880.686647764396
930.3868957875969,0,4,12,0.6752995554979767,0.0800388298481074,0.0
861.2399641128723,1,6,12,0.6293843440632569,0.08882058535183623,2787.4175682724476
785.3589495777868,1,4,11,0.645412033800025,0.11754184581561135,2408.4169948748795
968.4804020388713,1,5,11,0.6612225909279986,0.12570647453918232,2691.7771384162957
848.6841406027747,1,5,12,0.641368635002959,0.12325489906230008,2452.931473619237
807.8432822490544,1,5,10,0.676642994640673,0.09119287649310115,2568.0950705736777
896.4085580394121,1,6,11,0.674701509314137,0.11391010648735861,2502.8737875522847
777.1671333258786,1,5,11,0.6661900063802972,0.10562765031509765,2426.102646286909
861.0047256751798,1,4,12,0.727112797302425,0.13706745632542414,2828.1660866035973
905.179297528307,1,4,12,0.6063024827254287,0.08560673428116891,3299.166406220432
973.6016359532466,1,4,10,0.6116523380558785,0.09859776091613118,2915.7390058644137
985.6205343465649,1,5,10,0.699813340972357,0.10259365125258031,3051.362814845723
846.9260702130689,1,6,10,0.6128990129221511,0.09043016906288863,2258.5746425860716
834.7762784910935,1,6,10,0.724734428768219,0.11266633840370603,2334.2601246470804
